command,algo,testname,num_features,num_inputs,mlspl_query,result_count,result_message,disk_write(kb),cpu_percent(%),command_time(sec),cpu_time(sec),memory(mb),run_time(sec)
fit,LinearRegression,aws.m3.large_fit_LinearRegression_i500_f10,10,500,| inputlookup cover_500.csv | fit LinearRegression "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_LinearRegression_t500_f10,500,Good Job,8.0,93.9,0.394,0.59,65.0,1.174
apply,SGDClassifier,aws.m3.large_apply_SGDClassifier_i10000000_f20,20,10000000,| inputlookup cover_10000000.csv | apply model_SGDClassifier_t5000_f20 ,10000000,Good Job,396.0,105.9,609.334,188.75,139.0,1095.264
apply,SGDClassifier,aws.m3.large_apply_SGDClassifier_i10000000_f50,50,10000000,| inputlookup cover_10000000.csv | apply model_SGDClassifier_t5000_f50 ,10000000,Good Job,600.0,106.8,971.84,393.16,224.0,1457.719
apply,KMeans,aws.m3.large_apply_KMeans_i5000_f10,10,5000,| inputlookup cover_5000.csv | apply model_KMeans_t5000_f10 ,5000,Good Job,4.0,97.1,0.601,0.62,66.0,1.19
apply,KMeans,aws.m3.large_apply_KMeans_i5000_f20,20,5000,| inputlookup cover_5000.csv | apply model_KMeans_t5000_f20 ,5000,Good Job,12.0,104.9,0.729,0.77,68.0,1.319
apply,KMeans,aws.m3.large_apply_KMeans_i5000_f50,50,5000,| inputlookup cover_5000.csv | apply model_KMeans_t5000_f50 ,5000,Good Job,4.0,95.1,0.879,0.77,76.0,1.435
apply,KMeans,aws.m3.large_apply_KMeans_i10000_f10,10,10000,| inputlookup cover_10000.csv | apply model_KMeans_t5000_f10 ,10000,Good Job,4.0,101.9,0.784,0.77,69.0,1.442
apply,KMeans,aws.m3.large_apply_KMeans_i10000_f20,20,10000,| inputlookup cover_10000.csv | apply model_KMeans_t5000_f20 ,10000,Good Job,12.0,99.0,0.934,0.89,72.0,1.586
apply,KMeans,aws.m3.large_apply_KMeans_i10000_f50,50,10000,| inputlookup cover_10000.csv | apply model_KMeans_t5000_f50 ,10000,Good Job,4.0,95.0,1.322,1.07,91.0,1.956
apply,KMeans,aws.m3.large_apply_KMeans_i20000_f10,10,20000,| inputlookup cover_20000.csv | apply model_KMeans_t5000_f10 ,20000,Good Job,4.0,101.0,1.239,1.12,77.0,2.065
apply,KMeans,aws.m3.large_apply_KMeans_i20000_f20,20,20000,| inputlookup cover_20000.csv | apply model_KMeans_t5000_f20 ,20000,Good Job,4.0,100.1,1.423,1.24,86.0,2.247
apply,KMeans,aws.m3.large_apply_KMeans_i20000_f50,50,20000,| inputlookup cover_20000.csv | apply model_KMeans_t5000_f50 ,20000,Good Job,4.0,101.2,2.243,1.67,119.0,3.05
apply,KMeans,aws.m3.large_apply_KMeans_i50000_f10,10,50000,| inputlookup cover_50000.csv | apply model_KMeans_t5000_f10 ,50000,Good Job,8.0,101.0,2.233,1.89,96.0,3.586
apply,KMeans,aws.m3.large_apply_KMeans_i50000_f20,20,50000,| inputlookup cover_50000.csv | apply model_KMeans_t5000_f20 ,50000,Good Job,4.0,103.7,2.846,2.21,123.0,4.157
apply,KMeans,aws.m3.large_apply_KMeans_i50000_f50,50,50000,| inputlookup cover_50000.csv | apply model_KMeans_t5000_f50 ,50000,Good Job,16.0,104.1,4.726,3.3,209.0,6.08
apply,KMeans,aws.m3.large_apply_KMeans_i100000_f10,10,100000,| inputlookup cover_100000.csv | apply model_KMeans_t5000_f10 ,100000,Good Job,8.0,104.2,6.794,3.14,101.0,13.005
apply,KMeans,aws.m3.large_apply_KMeans_i100000_f20,20,100000,| inputlookup cover_100000.csv | apply model_KMeans_t5000_f20 ,100000,Good Job,12.0,102.7,7.968,3.9,129.0,14.135
apply,KMeans,aws.m3.large_apply_KMeans_i100000_f50,50,100000,| inputlookup cover_100000.csv | apply model_KMeans_t5000_f50 ,100000,Good Job,20.0,103.9,11.815,6.2,231.0,18.097
apply,KMeans,aws.m3.large_apply_KMeans_i200000_f10,10,200000,| inputlookup cover_200000.csv | apply model_KMeans_t5000_f10 ,200000,Good Job,24.0,104.5,13.212,5.86,105.0,24.446
apply,KMeans,aws.m3.large_apply_KMeans_i200000_f20,20,200000,| inputlookup cover_200000.csv | apply model_KMeans_t5000_f20 ,200000,Good Job,24.0,103.2,15.604,7.18,133.0,26.868
apply,KMeans,aws.m3.large_apply_KMeans_i200000_f50,50,200000,| inputlookup cover_200000.csv | apply model_KMeans_t5000_f50 ,200000,Good Job,16.0,103.8,23.37,11.53,214.0,34.735
apply,KMeans,aws.m3.large_apply_KMeans_i500000_f10,10,500000,| inputlookup cover_500000.csv | apply model_KMeans_t5000_f10 ,500000,Good Job,20.0,102.9,32.373,13.67,106.0,58.76
apply,KMeans,aws.m3.large_apply_KMeans_i500000_f20,20,500000,| inputlookup cover_500000.csv | apply model_KMeans_t5000_f20 ,500000,Good Job,20.0,103.1,38.864,17.33,137.0,65.362
apply,KMeans,aws.m3.large_apply_KMeans_i500000_f50,50,500000,| inputlookup cover_500000.csv | apply model_KMeans_t5000_f50 ,500000,Good Job,48.0,104.2,56.754,28.0,216.0,83.359
apply,KMeans,aws.m3.large_apply_KMeans_i1000000_f10,10,1000000,| inputlookup cover_1000000.csv | apply model_KMeans_t5000_f10 ,1000000,Good Job,32.0,104.9,65.099,26.91,106.0,116.788
apply,KMeans,aws.m3.large_apply_KMeans_i1000000_f20,20,1000000,| inputlookup cover_1000000.csv | apply model_KMeans_t5000_f20 ,1000000,Good Job,48.0,103.9,77.707,34.36,142.0,129.658
apply,KMeans,aws.m3.large_apply_KMeans_i1000000_f50,50,1000000,| inputlookup cover_1000000.csv | apply model_KMeans_t5000_f50 ,1000000,Good Job,60.0,103.3,114.234,55.3,233.0,165.951
apply,KMeans,aws.m3.large_apply_KMeans_i2000000_f10,10,2000000,| inputlookup cover_2000000.csv | apply model_KMeans_t5000_f10 ,2000000,Good Job,96.0,104.3,129.17,53.04,107.0,231.55
apply,KMeans,aws.m3.large_apply_KMeans_i2000000_f20,20,2000000,| inputlookup cover_2000000.csv | apply model_KMeans_t5000_f20 ,2000000,Good Job,96.0,104.1,154.393,66.87,142.0,256.904
apply,KMeans,aws.m3.large_apply_KMeans_i2000000_f50,50,2000000,| inputlookup cover_2000000.csv | apply model_KMeans_t5000_f50 ,2000000,Good Job,140.0,106.4,229.793,111.17,235.0,332.343
apply,KMeans,aws.m3.large_apply_KMeans_i5000000_f10,10,5000000,| inputlookup cover_5000000.csv | apply model_KMeans_t5000_f10 ,5000000,Good Job,204.0,104.1,323.041,132.05,110.0,577.486
apply,KMeans,aws.m3.large_apply_KMeans_i5000000_f20,20,5000000,| inputlookup cover_5000000.csv | apply model_KMeans_t5000_f20 ,5000000,Good Job,236.0,104.0,385.413,167.05,145.0,639.943
apply,KMeans,aws.m3.large_apply_KMeans_i5000000_f50,50,5000000,| inputlookup cover_5000000.csv | apply model_KMeans_t5000_f50 ,5000000,Good Job,348.0,105.2,568.366,277.14,233.0,823.698
apply,KMeans,aws.m3.large_apply_KMeans_i10000000_f10,10,10000000,| inputlookup cover_10000000.csv | apply model_KMeans_t5000_f10 ,10000000,Good Job,416.0,106.2,644.688,263.98,110.0,1152.66
apply,KMeans,aws.m3.large_apply_KMeans_i10000000_f20,20,10000000,| inputlookup cover_10000000.csv | apply model_KMeans_t5000_f20 ,10000000,Good Job,480.0,105.2,771.775,332.7,139.0,1279.902
apply,KMeans,aws.m3.large_apply_KMeans_i10000000_f50,50,10000000,| inputlookup cover_10000000.csv | apply model_KMeans_t5000_f50 ,10000000,Good Job,672.0,106.8,1150.662,565.07,235.0,1658.719
apply,Birch,aws.m3.large_apply_Birch_i5000_f10,10,5000,| inputlookup cover_5000.csv | apply model_Birch_t5000_f10 ,5000,Good Job,4.0,101.3,3.807,3.58,158.0,4.517
apply,Birch,aws.m3.large_apply_Birch_i5000_f20,20,5000,| inputlookup cover_5000.csv | apply model_Birch_t5000_f20 ,5000,Good Job,8.0,101.6,3.954,3.81,167.0,4.64
apply,Birch,aws.m3.large_apply_Birch_i5000_f50,50,5000,| inputlookup cover_5000.csv | apply model_Birch_t5000_f50 ,5000,Good Job,4.0,104.3,4.265,4.16,176.0,5.166
apply,Birch,aws.m3.large_apply_Birch_i10000_f10,10,10000,| inputlookup cover_10000.csv | apply model_Birch_t5000_f10 ,10000,Good Job,12.0,101.9,3.951,3.84,205.0,4.689
apply,Birch,aws.m3.large_apply_Birch_i10000_f20,20,10000,| inputlookup cover_10000.csv | apply model_Birch_t5000_f20 ,10000,Good Job,4.0,103.9,4.208,3.98,245.0,4.991
apply,Birch,aws.m3.large_apply_Birch_i10000_f50,50,10000,| inputlookup cover_10000.csv | apply model_Birch_t5000_f50 ,10000,Good Job,4.0,104.5,4.904,4.54,273.0,5.759
apply,Birch,aws.m3.large_apply_Birch_i20000_f10,10,20000,| inputlookup cover_20000.csv | apply model_Birch_t5000_f10 ,20000,Good Job,12.0,103.6,4.612,4.15,235.0,5.499
apply,Birch,aws.m3.large_apply_Birch_i20000_f20,20,20000,| inputlookup cover_20000.csv | apply model_Birch_t5000_f20 ,20000,Good Job,4.0,104.4,5.0,4.57,250.0,5.932
apply,Birch,aws.m3.large_apply_Birch_i20000_f50,50,20000,| inputlookup cover_20000.csv | apply model_Birch_t5000_f50 ,20000,Good Job,16.0,103.0,6.153,5.37,293.0,7.148
apply,Birch,aws.m3.large_apply_Birch_i50000_f10,10,50000,| inputlookup cover_50000.csv | apply model_Birch_t5000_f10 ,50000,Good Job,4.0,104.6,6.425,5.23,254.0,7.8
apply,Birch,aws.m3.large_apply_Birch_i50000_f20,20,50000,| inputlookup cover_50000.csv | apply model_Birch_t5000_f20 ,50000,Good Job,12.0,103.3,7.266,5.73,284.0,8.695
apply,Birch,aws.m3.large_apply_Birch_i50000_f50,50,50000,| inputlookup cover_50000.csv | apply model_Birch_t5000_f50 ,50000,Good Job,12.0,104.3,9.811,7.51,365.0,11.338
apply,Birch,aws.m3.large_apply_Birch_i100000_f10,10,100000,| inputlookup cover_100000.csv | apply model_Birch_t5000_f10 ,100000,Good Job,12.0,103.8,12.101,6.78,255.0,18.174
apply,Birch,aws.m3.large_apply_Birch_i100000_f20,20,100000,| inputlookup cover_100000.csv | apply model_Birch_t5000_f20 ,100000,Good Job,8.0,105.2,13.927,7.95,284.0,20.121
apply,Birch,aws.m3.large_apply_Birch_i100000_f50,50,100000,| inputlookup cover_100000.csv | apply model_Birch_t5000_f50 ,100000,Good Job,16.0,104.7,18.838,11.4,365.0,25.139
apply,Birch,aws.m3.large_apply_Birch_i200000_f10,10,200000,| inputlookup cover_200000.csv | apply model_Birch_t5000_f10 ,200000,Good Job,8.0,102.0,21.11,10.22,258.0,32.115
apply,Birch,aws.m3.large_apply_Birch_i200000_f20,20,200000,| inputlookup cover_200000.csv | apply model_Birch_t5000_f20 ,200000,Good Job,24.0,106.8,24.544,12.56,284.0,35.514
apply,Birch,aws.m3.large_apply_Birch_i200000_f50,50,200000,| inputlookup cover_200000.csv | apply model_Birch_t5000_f50 ,200000,Good Job,28.0,104.3,33.906,19.26,365.0,45.068
apply,Birch,aws.m3.large_apply_Birch_i500000_f10,10,500000,| inputlookup cover_500000.csv | apply model_Birch_t5000_f10 ,500000,Good Job,52.0,104.5,47.628,20.07,261.0,73.105
apply,Birch,aws.m3.large_apply_Birch_i500000_f20,20,500000,| inputlookup cover_500000.csv | apply model_Birch_t5000_f20 ,500000,Good Job,36.0,105.7,55.439,25.32,284.0,80.967
apply,Birch,aws.m3.large_apply_Birch_i500000_f50,50,500000,| inputlookup cover_500000.csv | apply model_Birch_t5000_f50 ,500000,Good Job,48.0,104.0,81.319,42.48,365.0,106.945
apply,Birch,aws.m3.large_apply_Birch_i1000000_f10,10,1000000,| inputlookup cover_1000000.csv | apply model_Birch_t5000_f10 ,1000000,Good Job,48.0,105.8,92.702,36.38,255.0,142.088
apply,Birch,aws.m3.large_apply_Birch_i1000000_f20,20,1000000,| inputlookup cover_1000000.csv | apply model_Birch_t5000_f20 ,1000000,Good Job,68.0,104.4,109.864,47.33,284.0,159.629
apply,Birch,aws.m3.large_apply_Birch_i1000000_f50,50,1000000,| inputlookup cover_1000000.csv | apply model_Birch_t5000_f50 ,1000000,Good Job,100.0,105.9,157.809,80.89,365.0,207.712
apply,Birch,aws.m3.large_apply_Birch_i2000000_f10,10,2000000,| inputlookup cover_2000000.csv | apply model_Birch_t5000_f10 ,2000000,Good Job,112.0,104.5,183.545,69.05,261.0,281.362
apply,Birch,aws.m3.large_apply_Birch_i2000000_f20,20,2000000,| inputlookup cover_2000000.csv | apply model_Birch_t5000_f20 ,2000000,Good Job,140.0,105.3,217.106,92.22,284.0,315.22
apply,Birch,aws.m3.large_apply_Birch_i2000000_f50,50,2000000,| inputlookup cover_2000000.csv | apply model_Birch_t5000_f50 ,2000000,Good Job,224.0,105.9,309.806,155.4,365.0,407.845
apply,Birch,aws.m3.large_apply_Birch_i5000000_f10,10,5000000,| inputlookup cover_5000000.csv | apply model_Birch_t5000_f10 ,5000000,Good Job,280.0,106.5,451.028,167.95,261.0,693.215
apply,Birch,aws.m3.large_apply_Birch_i5000000_f20,20,5000000,| inputlookup cover_5000000.csv | apply model_Birch_t5000_f20 ,5000000,Good Job,316.0,105.2,531.298,221.38,284.0,774.181
apply,Birch,aws.m3.large_apply_Birch_i5000000_f50,50,5000000,| inputlookup cover_5000000.csv | apply model_Birch_t5000_f50 ,5000000,Good Job,460.0,106.8,767.239,383.37,365.0,1010.152
apply,Birch,aws.m3.large_apply_Birch_i10000000_f10,10,10000000,| inputlookup cover_10000000.csv | apply model_Birch_t5000_f10 ,10000000,Good Job,560.0,106.5,899.208,337.5,258.0,1382.828
apply,Birch,aws.m3.large_apply_Birch_i10000000_f20,20,10000000,| inputlookup cover_10000000.csv | apply model_Birch_t5000_f20 ,10000000,Good Job,632.0,106.8,1055.802,444.02,284.0,1538.985
apply,Birch,aws.m3.large_apply_Birch_i10000000_f50,50,10000000,| inputlookup cover_10000000.csv | apply model_Birch_t5000_f50 ,10000000,Good Job,872.0,107.0,1542.299,767.39,364.0,2026.669
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i5000_f10,10,5000,| inputlookup cover_5000.csv | apply model_OneClassSVM_t5000_f10 ,5000,Good Job,4.0,99.9,1.473,1.53,68.0,2.031
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i5000_f20,20,5000,| inputlookup cover_5000.csv | apply model_OneClassSVM_t5000_f20 ,5000,Good Job,4.0,100.2,1.826,1.85,71.0,2.412
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i5000_f50,50,5000,| inputlookup cover_5000.csv | apply model_OneClassSVM_t5000_f50 ,5000,Good Job,8.0,102.9,3.024,3.02,80.0,3.639
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i10000_f10,10,10000,| inputlookup cover_10000.csv | apply model_OneClassSVM_t5000_f10 ,10000,Good Job,4.0,103.3,2.517,2.54,69.0,3.161
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i10000_f20,20,10000,| inputlookup cover_10000.csv | apply model_OneClassSVM_t5000_f20 ,10000,Good Job,8.0,99.8,3.235,3.16,77.0,3.921
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i10000_f50,50,10000,| inputlookup cover_10000.csv | apply model_OneClassSVM_t5000_f50 ,10000,Good Job,8.0,102.2,5.512,5.31,97.0,6.194
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i20000_f10,10,20000,| inputlookup cover_20000.csv | apply model_OneClassSVM_t5000_f10 ,20000,Good Job,16.0,100.0,4.524,4.46,76.0,5.367
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i20000_f20,20,20000,| inputlookup cover_20000.csv | apply model_OneClassSVM_t5000_f20 ,20000,Good Job,4.0,102.3,5.904,5.72,90.0,6.712
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i20000_f50,50,20000,| inputlookup cover_20000.csv | apply model_OneClassSVM_t5000_f50 ,20000,Good Job,12.0,100.5,10.571,9.92,121.0,11.454
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i50000_f10,10,50000,| inputlookup cover_50000.csv | apply model_OneClassSVM_t5000_f10 ,50000,Good Job,16.0,100.8,10.729,10.17,91.0,12.044
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i50000_f20,20,50000,| inputlookup cover_50000.csv | apply model_OneClassSVM_t5000_f20 ,50000,Good Job,16.0,103.3,14.122,13.4,116.0,15.456
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i50000_f50,50,50000,| inputlookup cover_50000.csv | apply model_OneClassSVM_t5000_f50 ,50000,Good Job,16.0,103.2,25.693,23.98,177.0,27.027
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i100000_f10,10,100000,| inputlookup cover_100000.csv | apply model_OneClassSVM_t5000_f10 ,100000,Good Job,16.0,103.5,23.728,20.05,96.0,29.719
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i100000_f20,20,100000,| inputlookup cover_100000.csv | apply model_OneClassSVM_t5000_f20 ,100000,Good Job,32.0,103.1,30.508,26.29,119.0,36.526
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i100000_f50,50,100000,| inputlookup cover_100000.csv | apply model_OneClassSVM_t5000_f50 ,100000,Good Job,32.0,103.7,53.293,47.28,193.0,59.456
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i200000_f10,10,200000,| inputlookup cover_200000.csv | apply model_OneClassSVM_t5000_f10 ,200000,Good Job,36.0,104.4,46.862,39.3,97.0,57.758
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i200000_f20,20,200000,| inputlookup cover_200000.csv | apply model_OneClassSVM_t5000_f20 ,200000,Good Job,24.0,102.7,60.651,51.98,124.0,71.542
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i200000_f50,50,200000,| inputlookup cover_200000.csv | apply model_OneClassSVM_t5000_f50 ,200000,Good Job,68.0,103.8,106.802,94.34,193.0,117.725
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i500000_f10,10,500000,| inputlookup cover_500000.csv | apply model_OneClassSVM_t5000_f10 ,500000,Good Job,108.0,103.9,116.847,97.4,98.0,142.077
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i500000_f20,20,500000,| inputlookup cover_500000.csv | apply model_OneClassSVM_t5000_f20 ,500000,Good Job,96.0,106.0,151.529,129.24,125.0,176.926
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i500000_f50,50,500000,| inputlookup cover_500000.csv | apply model_OneClassSVM_t5000_f50 ,500000,Good Job,152.0,104.6,265.732,233.99,193.0,291.182
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i1000000_f10,10,1000000,| inputlookup cover_1000000.csv | apply model_OneClassSVM_t5000_f10 ,1000000,Good Job,132.0,106.2,232.772,194.01,98.0,282.223
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i1000000_f20,20,1000000,| inputlookup cover_1000000.csv | apply model_OneClassSVM_t5000_f20 ,1000000,Good Job,168.0,103.7,302.776,257.15,126.0,352.391
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i1000000_f50,50,1000000,| inputlookup cover_1000000.csv | apply model_OneClassSVM_t5000_f50 ,1000000,Good Job,320.0,104.2,531.906,468.1,193.0,581.366
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i2000000_f10,10,2000000,| inputlookup cover_2000000.csv | apply model_OneClassSVM_t5000_f10 ,2000000,Good Job,312.0,104.0,465.625,388.54,98.0,563.382
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i2000000_f20,20,2000000,| inputlookup cover_2000000.csv | apply model_OneClassSVM_t5000_f20 ,2000000,Good Job,404.0,104.7,604.99,514.85,131.0,702.67
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i2000000_f50,50,2000000,| inputlookup cover_2000000.csv | apply model_OneClassSVM_t5000_f50 ,2000000,Good Job,664.0,104.1,1062.487,934.47,193.0,1161.077
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i5000000_f10,10,5000000,| inputlookup cover_5000000.csv | apply model_OneClassSVM_t5000_f10 ,5000000,Good Job,716.0,106.3,1163.602,969.33,103.0,1406.456
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i5000000_f20,20,5000000,| inputlookup cover_5000000.csv | apply model_OneClassSVM_t5000_f20 ,5000000,Good Job,908.0,106.8,1513.184,1285.07,126.0,1755.913
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i5000000_f50,50,5000000,| inputlookup cover_5000000.csv | apply model_OneClassSVM_t5000_f50 ,5000000,Good Job,1632.0,106.9,2654.459,2332.37,193.0,2897.679
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i10000000_f10,10,10000000,| inputlookup cover_10000000.csv | apply model_OneClassSVM_t5000_f10 ,10000000,Good Job,1436.0,104.7,2332.116,1940.4,103.0,2817.516
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i10000000_f20,20,10000000,| inputlookup cover_10000000.csv | apply model_OneClassSVM_t5000_f20 ,10000000,Good Job,1852.0,106.9,3030.586,2570.61,127.0,3517.658
apply,OneClassSVM,aws.m3.large_apply_OneClassSVM_i10000000_f50,50,10000000,| inputlookup cover_10000000.csv | apply model_OneClassSVM_t5000_f50 ,10000000,Good Job,3272.0,106.8,5325.059,4678.22,193.0,5810.152
apply,PCA,aws.m3.large_apply_PCA_i5000_f10,10,5000,| inputlookup cover_5000.csv | apply model_PCA_t5000_f10 ,5000,Good Job,4.0,98.7,0.57,0.64,69.0,1.174
apply,PCA,aws.m3.large_apply_PCA_i5000_f20,20,5000,| inputlookup cover_5000.csv | apply model_PCA_t5000_f20 ,5000,Good Job,4.0,86.2,0.761,0.71,70.0,1.405
apply,PCA,aws.m3.large_apply_PCA_i5000_f50,50,5000,| inputlookup cover_5000.csv | apply model_PCA_t5000_f50 ,5000,Good Job,8.0,99.2,1.111,1.0,79.0,1.883
apply,PCA,aws.m3.large_apply_PCA_i10000_f10,10,10000,| inputlookup cover_10000.csv | apply model_PCA_t5000_f10 ,10000,Good Job,4.0,98.4,0.772,0.73,69.0,1.477
apply,PCA,aws.m3.large_apply_PCA_i10000_f20,20,10000,| inputlookup cover_10000.csv | apply model_PCA_t5000_f20 ,10000,Good Job,4.0,99.7,1.018,0.88,78.0,1.778
apply,PCA,aws.m3.large_apply_PCA_i10000_f50,50,10000,| inputlookup cover_10000.csv | apply model_PCA_t5000_f50 ,10000,Good Job,8.0,102.9,1.785,1.31,95.0,2.715
apply,PCA,aws.m3.large_apply_PCA_i20000_f10,10,20000,| inputlookup cover_20000.csv | apply model_PCA_t5000_f10 ,20000,Good Job,4.0,103.0,1.1,0.93,80.0,2.03
apply,PCA,aws.m3.large_apply_PCA_i20000_f20,20,20000,| inputlookup cover_20000.csv | apply model_PCA_t5000_f20 ,20000,Good Job,8.0,102.9,1.591,1.18,96.0,2.605
apply,PCA,aws.m3.large_apply_PCA_i20000_f50,50,20000,| inputlookup cover_20000.csv | apply model_PCA_t5000_f50 ,20000,Good Job,4.0,102.9,3.213,2.05,135.0,4.487
apply,PCA,aws.m3.large_apply_PCA_i50000_f10,10,50000,| inputlookup cover_50000.csv | apply model_PCA_t5000_f10 ,50000,Good Job,4.0,103.1,2.065,1.42,106.0,3.602
apply,PCA,aws.m3.large_apply_PCA_i50000_f20,20,50000,| inputlookup cover_50000.csv | apply model_PCA_t5000_f20 ,50000,Good Job,8.0,103.1,3.322,2.12,150.0,5.158
apply,PCA,aws.m3.large_apply_PCA_i50000_f50,50,50000,| inputlookup cover_50000.csv | apply model_PCA_t5000_f50 ,50000,Good Job,8.0,103.3,7.429,4.33,243.0,9.946
apply,PCA,aws.m3.large_apply_PCA_i100000_f10,10,100000,| inputlookup cover_100000.csv | apply model_PCA_t5000_f10 ,100000,Good Job,12.0,103.1,6.805,2.23,118.0,13.782
apply,PCA,aws.m3.large_apply_PCA_i100000_f20,20,100000,| inputlookup cover_100000.csv | apply model_PCA_t5000_f20 ,100000,Good Job,20.0,103.1,10.031,3.75,168.0,18.044
apply,PCA,aws.m3.large_apply_PCA_i100000_f50,50,100000,| inputlookup cover_100000.csv | apply model_PCA_t5000_f50 ,100000,Good Job,28.0,103.3,19.866,8.08,273.0,30.906
apply,PCA,aws.m3.large_apply_PCA_i200000_f10,10,200000,| inputlookup cover_200000.csv | apply model_PCA_t5000_f10 ,200000,Good Job,24.0,103.0,13.321,4.06,120.0,26.128
apply,PCA,aws.m3.large_apply_PCA_i200000_f20,20,200000,| inputlookup cover_200000.csv | apply model_PCA_t5000_f20 ,200000,Good Job,24.0,104.1,19.617,6.97,171.0,34.481
apply,PCA,aws.m3.large_apply_PCA_i200000_f50,50,200000,| inputlookup cover_200000.csv | apply model_PCA_t5000_f50 ,200000,Good Job,32.0,103.3,39.587,15.58,290.0,60.437
apply,PCA,aws.m3.large_apply_PCA_i500000_f10,10,500000,| inputlookup cover_500000.csv | apply model_PCA_t5000_f10 ,500000,Good Job,20.0,102.7,32.991,9.2,126.0,63.592
apply,PCA,aws.m3.large_apply_PCA_i500000_f20,20,500000,| inputlookup cover_500000.csv | apply model_PCA_t5000_f20 ,500000,Good Job,40.0,105.0,48.67,16.42,183.0,84.905
apply,PCA,aws.m3.large_apply_PCA_i500000_f50,50,500000,| inputlookup cover_500000.csv | apply model_PCA_t5000_f50 ,500000,Good Job,64.0,104.1,101.004,39.75,345.0,152.307
apply,PCA,aws.m3.large_apply_PCA_i1000000_f10,10,1000000,| inputlookup cover_1000000.csv | apply model_PCA_t5000_f10 ,1000000,Good Job,44.0,103.1,65.631,18.03,126.0,125.963
apply,PCA,aws.m3.large_apply_PCA_i1000000_f20,20,1000000,| inputlookup cover_1000000.csv | apply model_PCA_t5000_f20 ,1000000,Good Job,56.0,103.5,97.926,32.21,182.0,167.708
apply,PCA,aws.m3.large_apply_PCA_i1000000_f50,50,1000000,| inputlookup cover_1000000.csv | apply model_PCA_t5000_f50 ,1000000,Good Job,152.0,104.3,196.609,76.53,333.0,296.483
apply,PCA,aws.m3.large_apply_PCA_i2000000_f10,10,2000000,| inputlookup cover_2000000.csv | apply model_PCA_t5000_f10 ,2000000,Good Job,88.0,103.5,131.07,35.46,128.0,250.27
apply,PCA,aws.m3.large_apply_PCA_i2000000_f20,20,2000000,| inputlookup cover_2000000.csv | apply model_PCA_t5000_f20 ,2000000,Good Job,128.0,103.5,195.463,64.17,189.0,334.313
apply,PCA,aws.m3.large_apply_PCA_i2000000_f50,50,2000000,| inputlookup cover_2000000.csv | apply model_PCA_t5000_f50 ,2000000,Good Job,252.0,104.7,395.291,152.8,315.0,594.223
apply,PCA,aws.m3.large_apply_PCA_i5000000_f10,10,5000000,| inputlookup cover_5000000.csv | apply model_PCA_t5000_f10 ,5000000,Good Job,208.0,103.8,324.879,87.32,122.0,621.237
apply,PCA,aws.m3.large_apply_PCA_i5000000_f20,20,5000000,| inputlookup cover_5000000.csv | apply model_PCA_t5000_f20 ,5000000,Good Job,304.0,103.8,488.632,160.09,189.0,836.206
apply,PCA,aws.m3.large_apply_PCA_i5000000_f50,50,5000000,| inputlookup cover_5000000.csv | apply model_PCA_t5000_f50 ,5000000,Good Job,592.0,106.0,982.442,376.91,344.0,1479.756
apply,PCA,aws.m3.large_apply_PCA_i10000000_f10,10,10000000,| inputlookup cover_10000000.csv | apply model_PCA_t5000_f10 ,10000000,Good Job,424.0,4.0,650.986,0.38,53.0,1247.879
